Assignment group,FullDescr,Resolution notes
DPSMAN Global L2,"Other ERP Issue-AMAPS - Issue Found an issue where our CT01 database (using the SNCT052R extract) is showing the wrong Q2C progress points. It seems like the progress point shown is for the 2nd ship schedule instead of the first and can be seen for multiple orders in the extract file. Please check to see if this is a data export error, thanks!",Added an additional parameter to use the plant location when selecting the progress point record.  Changed batch programs SNCT052R and SNCT053R.
DPSMAN Global L2,Other ERP Issue-AMAPS - Issue I am no longer able to update/revise the bill of materials for assemblies.,Spoke to Peyton Fox on 5/4/22.  Apparently his issue has been resolved  to update/revise the bill of materials for assemblies.
DPSMAN Global L2,Other ERP Issue-AMAPS - Issue IT SAYS IT WAS A ERROR WHEN TRYING TO SIGN OUT YESTERDAY. PASSWORD AND USER NAME IS WORKING JUST WHEN I BUT THE CODE AM17 IN IT GIVES ME A ERROR,"Spoke with Alicia and she was able to log into SM AMAPS a few hours ago.  Not sure if  possibly the schedule was running late or not.  

She will contact me if she has any more issues.  Ok to close."
DPSMAN Global L2,Other ERP Issue-AMAPS - Issue Need to be able to update regarding the MFGM function in amaps.,Granted access to AM17 MFGM screen.
DPSMAN Global L2,Other ERP Issue-AMAPS - Issue Unable to print JRUN report TKMCSL05,Daria's logon ID IOC004 was routed to printer VPSI5702 in GP13 which was over-laying the printer destination in the job.  Changed the printer in GP13 and it resolved the issue.
DPSMAN Global L2,Other ERP Issue-AMAPS - Issue Unable to print JRUNS from Amaps.  Please route ticket to Kelly Lyles for resolution,The JRUN worked and printed after the correct process was done.  No changes necessary.
DPSMAN Global L2,"Other ERP Issue-AMAPS - Issue When I logon and go to the screen to put am17, it goes to a screen that says login failed. SHOWED BELOW
                

                **************************************************              
                ***        SQUARE D AMAPS MANUFACTURING        ***              
                **************************************************              
                                                                                
                        ENTER YOUR OPERATOR NUMBER                              
                                                                                
                        ENTER YOUR PASSWORD                                     
                                                                                
                        ENTER YOUR SYSTEM ID                                    
        SIGN-ON FAILED ON INBOUND LINK                                          
  CODE LOCATION       CODE LOCATION      CODE LOCATION       CODE LOCATION      
  ---- -------------  ---- ------------  ---- -------------  ---- ------------  
   12  PERU            16  OXFORD         17  SMYRNA          23  CROUZET       
   24  MONTERREY-CTL   25  LV TRANSF DE   41  ATHENS(OC)      43  CHICAGO       
   44  EL PASO         45  MNTY-ETO(DL)   46  SENECA          47  MECHSBRG(FF)  
   48  POWERLOGIC      51  WATERMAN       52  FREEBRN-CLSD    54  OCSC(WL)      
   55  CARAVELLE       56  EDMONTON       57  ST HUBERT(ML)   58  REXWOOD(TK)   
   66  PINELLAS PARK   67  LERMA          68  MIDDLETOWN      73  TLAXCALA      
   78  MONROE          83  SORGEL         85  COLUMBIA(SW)    88  CLEARWATER    
   92  ROJO GOMEZ      95  BALLINASLOE    F7  BRAMALEA-OLD    F9  RICHMOND","Problem: When I logon and go to the screen to put am17, it goes to a screen that says login failed
 
Cause: [ Main Cause Type:Scheduling issue;Sub Cause Type: Delay in Batch job ]
 User got this error because the Smyrna batch schedule was still running and had the files closed to online.  I guess the schedule ran late/long.
Once SMLCP040 ran to open the files, the problem was resolved.

Action: None
 
Customer Confirmation: Yes"
DPSMAN Global L2,"P2 High Severity | Q2C orders not updating to CT01 | Multiple users affected |  Columbia, 8821 Garners Ferry Rd, COLUMBIA, UNITED STATES User is trying to update order  Q2C 43810407 Line Item 020 | 
 Q2C 44532138 Line Item 001 | 
 Q2C 44532138 Line Item 002 |
 Q2C 44532138 Line Item 004 |
CT01 not updating the information of those lines at the moment of report","Restarted T972 transaction in CICSP03 region
Also confirmed with Annie Brooks that the issue is resolved. "
DPSMAN Global L2,"SE: Multiple mainframe jobs are failed. SE: Multiple mainframe jobs are failed.

Below jobs are failed in SE,

GPPCS205 J09708 ENDED NOTOK RC=1954 !
MLOEP060 J10457 ENDED NOTOK RC=1954 !
EDOEP060 J10456 ENDED NOTOK RC=1954 !
MLPCS030 J10549 ENDED NOTOK RC=1808 !
SNFTPCDO J10629 ENDED NOTOK RC=1954 !
SNPCS030 J10552 ENDED NOTOK RC=1954 !
GPOEP600 J10516 ENDED NOTOK RC=1954 !
================================================================

Kesavanarayanan S
Work notes•2022-07-19 07:58:51
Hi SD team,
A ticket needs to be assigned DPSMAN with SEV2.

Kesavanarayanan S
Work notes•2022-07-19 07:58:07
Notified to Aseem, and he is working on it.",Server wsus04602fp.nam.gad.schneider-electric.com was not accepting the normal password.   Contacted DL NAM Infrastructure and opened an incident ticket INC0225514.  The password issue got resolved and as a result all failed jobs ran successfully.
DPSMAN Global L2,"SWCAPG01	 and      OXAMS724  SWCAPG01 J12971 ENDED NOTOK RC=2974 !
OXAMS724 J12957 ENDED NOTOK RC=1954 !

---------
As per RM
Ravikanth S M
Work notes•2022-06-15 03:47:44
Notified to Saran

Hi SD Team,

Please raise a sev2 ticket to DPSMAN group.","Problem - SWCAPG01 J12971 ENDED NOTOK RC=2974 !
OXAMS724 J12957 ENDED NOTOK RC=1954 !

cause: [ Main Cause Type:Resource ;Sub Cause Type: File locked ]

Cause description : UNAVAILABLE RESOURCE

Action: Resatrted the job after resourse is available and Job completed fine.

User confirmation - NA"
DPSMAN Global L2,"SYSA (IOCALERT) CTM3 SYSA-CTM282I CRBMSDRG J05411 ENDED NOTOK RC=U0777!           *                                     U-IOADMIN .Occurred @ 19:01:06 
EventID: 20220322-1647990055-1857039-SYSA
EventSender: ATF-IOC-1
EventType: PERFORMANCE
EventSenderType: ATF-IOC-1
EventClass: IOCALERT
EventSeverity: 3
Hostname: SYSA
Message: CTM3 SYSA-CTM282I CRBMSDRG J05411 ENDED NOTOK RC=U0777!           *                                     U-IOADMIN .Occurred @ 19:01:06
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013947179
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-03-22T23:00:55Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
FunctionalOrganization: SCHNEIDER ELECTRIC
incident_urgency: 3
incident_impact: 3

KS
Kesavanarayanan S

Work notes•2022-03-22 20:20:38

A ticket needs to be assigned DPSMAN with sev2.","Problem -  CTM3 SYSA-CTM282I CRBMSDRG J05411 ENDED NOTOK RC=U0777!           *        

cause: [ Main Cause Type:Infrastructure;Sub Cause Type: CICS Region down ]

Cause description : batch is not up yet, hence CRBMSDRG failed

Action: After CICS region is up, restarted the jobs from abended steps.

User confirmation - NA"
DPSMAN Global L2,"SYSA (IOCALERT) CTM3 SYSA-CTM282I CRBMSLBM J02734 ENDED NOTOK RC=2549 !           *                                     U-IOADMIN .Occurred @ 13:03:48 EventID: 20220403-1649005393-9417473-SYSA
EventSender: ATF-IOC-1
EventType: PERFORMANCE
EventSenderType: ATF-IOC-1
EventClass: IOCALERT
EventSeverity: 3
Hostname: SYSA
Message: CTM3 SYSA-CTM282I CRBMSLBM J02734 ENDED NOTOK RC=2549 !           *                                     U-IOADMIN .Occurred @ 13:03:48
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013947179
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-04-03T17:03:13Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
incident_urgency: 3
FunctionalOrganization: SCHNEIDER ELECTRIC
incident_impact: 3


---
KS
Kesavanarayanan S
Work notes•2022-04-03 19:02:13
A ticket needs to be assigned DPSMAN with sev2.

KS
Kesavanarayanan S
Work notes•2022-04-03 19:00:25
Job has been restarted from failed step and it ran fine as per aseem.",Job CRBMSLBM failed with RC=2549 !  which means FTP service was not available.  Once FTP was available had Ops restart job in failing step.  The job ran successfully
DPSMAN Global L2,"SYSA (IOCALERT) CTM3 SYSA-CTM282I DLCOT052 J14099 ENDED NOTOK RC=0110 !  SYSA (IOCALERT) CTM3 SYSA-CTM282I DLCOT052 J14099 ENDED NOTOK RC=0110 !           *                                     U-SGPPROD .Occurred @ 23:56:41


EventID: 20220503-1651636559-2288700-SYSA
EventSender: ATF-IOC-1
EventType: PERFORMANCE
EventSenderType: ATF-IOC-1
EventClass: IOCALERT
EventSeverity: 3
Hostname: SYSA
Message: CTM3 SYSA-CTM282I DLCOT052 J14099 ENDED NOTOK RC=0110 !           *                                     U-SGPPROD .Occurred @ 23:56:41
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013947179
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-05-04T03:55:59Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
incident_urgency: 3
FunctionalOrganization: SCHNEIDER ELECTRIC
incident_impact: 3

===================================================

MK
Manisha Kumari
Work notes•2022-05-04 01:25:52
FOK as per saran.

Hi SD team,

please raise sev3 ticket to DPSMAN group.","Problem -  SYSA (IOCALERT) CTM3 SYSA-CTM282I DLCOT052 J14099 ENDED NOTOK RC=0110 !      

cause: [ Main Cause Type:Infrastructure;Sub Cause Type: DB connectivity issue ]

Cause description :  ERROR TEXT:  DSNT408I SQLCODE = -551, ERROR:   DOES NOT HAVE THE PRIVILE  

Action: On going DB privilage issue with code SNCT053R, Froce completed as per Kelly instructions.
File have been generated alter and reported to respective user.

User confirmation - NA"
DPSMAN Global L2,"SYSA (IOCALERT) CTM3 SYSA-CTM282I EDACEESI J24145 ENDED NOTOK RC=0099 !           *                                     U-IOADMIN .Occurred @ 05:42:48 EventID: 20220505-1651743723-3135179-SYSA
EventSender: ATF-IOC-1
EventType: PERFORMANCE
EventSenderType: ATF-IOC-1
EventClass: IOCALERT
EventSeverity: 3
Hostname: SYSA
Message: CTM3 SYSA-CTM282I EDACEESI J24145 ENDED NOTOK RC=0099 !           *                                     U-IOADMIN .Occurred @ 05:42:48
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013947179
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-05-05T09:42:03Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
incident_impact: 3
FunctionalOrganization: SCHNEIDER ELECTRIC
incident_urgency: 3



JM
Jenefer M
Work notes•2022-05-05 06:12:12
Hi SD Team,
Please create a SEV2 incident for DPSMAN group.
Job EDACEESI J24145 ENDED NOTOK RC=0099 !
As per Saran job restarted from step GPACE098.DELSTEP and it completed fine.
","Problem - CTM3 SYSA-CTM282I EDACEESI J24145 ENDED NOTOK RC=0099 !           *  

cause: [ Main Cause Type:Data;Sub Cause Type: Duplicate data ]

Cause description : Duplicate record in ESI.RECORDS file MFGMADD442986250020001

Action:  step # 1 - copy EDGD.PRD.ACE.EDMONTON.ESI.RECORDS(0) 
as backup EDGD.PRD.ACE.EDMONTON.ESI.RECORDS.DT050522
Step # 2 - EDGD.PRD.ACE.EDMONTON.ESI.RECORDS.(0) in edit mode and find and delete 
ONE MFGM & corresponding DMDM reecords using file-AID.
step # 3 - Ask Batch ops to restart failed job EDACEESI J11907 from STEP GPACE098 DELSTEP
Job completed fine. 

User confirmation - NA"
DPSMAN Global L2,"SYSA (IOCALERT) CTM3 SYSA-CTM282I EDCAPG72 J10213 ENDED NOTOK RC=2974 !           *                                     U-IOADMIN .Occurred @ 15:18:57 EventID: 20220416-1650136731-2819971-SYSA
EventSender: ATF-IOC-1
EventType: PERFORMANCE
EventSenderType: ATF-IOC-1
EventClass: IOCALERT
EventSeverity: 3
Hostname: SYSA
Message: CTM3 SYSA-CTM282I EDCAPG72 J10213 ENDED NOTOK RC=2974 !           *                                     U-IOADMIN .Occurred @ 15:18:57
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013947179
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-04-16T19:18:51Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
incident_impact: 3
FunctionalOrganization: SCHNEIDER ELECTRIC
incident_urgency: 3
system
Email sent•2022-04-16 20:30:00
Email sent
Subject:[ATOS] SCHNEIDER ELECTRIC INC030058434 3 - Medium assigned to ZZ.ServiceDesk.NAM.SE
From:IT Service Desk
To:ezra.bautista@atos.net, birlen.aquino@atos.net, al-christian.adap@atos.net, sherry.geneta@atos.net, francis.ogdoc@atos.net...
Show email details
JM
Jenefer M
Work notes•2022-04-16 20:29:37
Hi SD Team,
Please create a SEV3 incident for DPSMAN group.
Job EDCAPG72 J10213 ENDED NOTOK RC=2974 !
Notified to Aseem
JM
Jenefer M
Field changes•2022-04-16 20:29:37
Assigned to[Empty]wasJenefer M
Assignment GroupZZ.ServiceDesk.NAM.SEwasZZ.Mainframe.WO.ProdCNTRL.SE
Incident StatePending AssignmentwasIn Progress
StatePending AssignmentwasIn Progress
Transfer ReasonReferred on to next group
JM
Jenefer M
Field changes•2022-04-16 20:26:57
Assigned toJenefer M
Incident StateIn ProgresswasNew
StateIn ProgresswasNew","Problem:  CTM3 SYSA-CTM282I EDCAPG72 J10213 ENDED NOTOK RC=2974 !     

Cause:: [ Main Cause Type: Infrastructure ;Sub Cause Type: FTP service unavailable ]

Cause description :  FTP service unavailable 

Action taken : Checked for the server availability and restarted from failed step

Customer Confirmation : NA
 "
DPSMAN Global L2,"SYSA (IOCALERT) CTM3 SYSA-CTM282I EDCOT052 J13420 ENDED NOTOK RC=0110 !    SYSA (IOCALERT) CTM3 SYSA-CTM282I EDCOT052 J13420 ENDED NOTOK RC=0110 !           *                                     U-IOADMIN .Occurred @ 21:47:53



EventID: 20220503-1651628830-2236430-SYSA
EventSender: ATF-IOC-1
EventType: PERFORMANCE
EventSenderType: ATF-IOC-1
EventClass: IOCALERT
EventSeverity: 3
Hostname: SYSA
Message: CTM3 SYSA-CTM282I EDCOT052 J13420 ENDED NOTOK RC=0110 !           *                                     U-IOADMIN .Occurred @ 21:47:53
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013947179
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-05-04T01:47:10Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
incident_impact: 3
FunctionalOrganization: SCHNEIDER ELECTRIC
incident_urgency: 3


=====================================================

MK
Manisha Kumari
Work notes•2022-05-04 01:22:18
FOK job as per saran.

Hi SD team,

please raise a sev3 ticket to DPSMAN team.","Problem - SYSA (IOCALERT) CTM3 SYSA-CTM282I EDCOT052 J13420 ENDED NOTOK RC=0110 !           *  

cause: [ Main Cause Type:Infrastructure;Sub Cause Type: DB connectivity issue ]

Cause description :  ERROR TEXT:  DSNT408I SQLCODE = -551, ERROR:   DOES NOT HAVE THE PRIVILE  

Action: On going DB privilage issue with code SNCT053R, Froce completed as per Kelly instructions.
File have been generated alter and reported to respective user.

User confirmation - NA"
DPSMAN Global L2,"SYSA (IOCALERT) CTM3 SYSA-CTM282I EDKBND95 J02376 ENDED NOTOK RC=0806 EventID: 20220407-1649327644-11758557-SYSA
EventSender: ATF-IOC-1
EventType: PERFORMANCE
EventSenderType: ATF-IOC-1
EventClass: IOCALERT
EventSeverity: 3
Hostname: SYSA
Message: CTM3 SYSA-CTM282I EDKBND95 J02376 ENDED NOTOK RC=0806 !           *                                     U-IOADMIN .Occurred @ 06:34:47
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013947179
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-04-07T10:34:04Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
FunctionalOrganization: SCHNEIDER ELECTRIC
incident_urgency: 3
incident_impact: 3

TS
Tejesh Vuddagiri Naga Venkata Sai
Work notes•2022-04-07 06:59:45
Hi SD Team,
Please create a SEV 3 incident for DPSMAN group.
Job EDKBND95 ENDED NOTOK RC=0806 !
Notified to saran

Escalating ticket to DPSMAN Global L2","Problem: CTM3 SYSA-CTM282I EDKBND95 J02376 ENDED NOTOK RC=0806 !           *     

Cause:: [ Main Cause Type:Scheduling issue;Sub Cause Type: Deadlock ]

Cause description : DSNT408I SQLCODE = -911, ERROR:  THE CURRENT UNIT OF WORK 
AS BEEN ROLLED BACK DUE TO DEADLOCK OR TIMEOUT.  REASON 00C9

Action taken : Restart the job after deadlock relased, Job completed fine.

Customer Confirmation : NA"
DPSMAN Global L2,"SYSA (IOCALERT) CTM3 SYSA-CTM282I EDMCSL34 J14772 ENDED NOTOK RC=U4087!   SYSA (IOCALERT) CTM3 SYSA-CTM282I EDMCSL34 J14772 ENDED NOTOK RC=U4087!           *                                     U-IOADMIN .Occurred @ 23:31:56

EventID: 20220516-1652758246-4963884-SYSA
EventSender: ATF-IOC-1
EventType: PERFORMANCE
EventSenderType: ATF-IOC-1
EventClass: IOCALERT
EventSeverity: 3
Hostname: SYSA
Message: CTM3 SYSA-CTM282I EDMCSL34 J14772 ENDED NOTOK RC=U4087!           *                                     U-IOADMIN .Occurred @ 23:31:56
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013947179
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-05-17T03:30:46Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
incident_urgency: 3
FunctionalOrganization: SCHNEIDER ELECTRIC
incident_impact: 3


======================================================



RA
Ragavi Abirajan
Additional comments•2022-05-16 23:41:16
Hello SD Team,
Please raise a sev3 ticket to DPSMAN group.
","Problem: SYSA (IOCALERT) CTM3 SYSA-CTM282I EDMCSL34 J14772 ENDED NOTOK RC=U4087!           *  

Cause: [ Main Cause Type:Scheduling issue;Sub Cause Type: Delay in Batch job ]

Cause description : Delay in batch jobs and files are not up online.

Action taken : Restarted jobs after batch is online and files are up, job completed fine.

Customer Confirmation : NA"
